Date,Close,High,Low,Open,Volume
2011-03-17,13.932891845703125,14.12251531612913,13.912539845916832,14.010330084049714,115856028
2011-03-18,13.925447463989258,14.097449640404301,13.892685820284143,14.014302202312503,131812056
2011-03-21,14.30866527557373,14.390571744782578,14.12301344960406,14.152796588381682,120715164
2011-03-22,14.329017639160156,14.376423982952758,14.209634428975182,14.327776675012991,75400524
2011-03-23,14.449148178100586,14.456345203161915,14.196977056599666,14.27615284498627,72575352
2011-03-24,14.566544532775879,14.603773456029675,14.365750486543618,14.530306867437988,83864052
2011-03-25,14.389081001281738,14.567039215473411,14.37667041514653,14.566295772084777,114221664
2011-03-28,14.28037166595459,14.519386853176828,14.264238185745288,14.446912464123814,88647264
2011-03-29,14.438475608825684,14.442447262030687,14.222046520218338,14.296257508265798,64127808
2011-03-30,14.441203117370605,14.532043195914204,14.409929311071506,14.504244467172052,56835108
2011-03-31,14.563318252563477,14.598065247689343,14.438721483156483,14.46999529214063,81094824
2011-04-01,14.688410758972168,14.772550401834586,14.612958811371355,14.612958811371355,104423472
2011-04-04,14.586153030395508,14.761380578242614,14.472477116896988,14.718194646301196,82097820
2011-04-05,14.124750137329102,14.432516806947877,14.040113924841217,14.42234127947339,241658100
2011-04-06,14.251084327697754,14.275407036768598,14.097697558812222,14.201444813999643,106625268
2011-04-07,14.395535469055176,14.411420187933427,14.251331089189783,14.289554107802921,101158740
2011-04-08,14.349865913391113,14.516904224199322,14.347384931005779,14.516904224199322,75995928
2011-04-11,14.330259323120117,14.348377210211568,14.22179603162699,14.301219627506349,74253672
2011-04-12,14.162477493286133,14.31884276640796,14.0989376668174,14.271436420447097,83340576
2011-04-13,14.303205490112305,14.335968079275142,14.190771487751126,14.284094452695735,82693224
2011-04-14,14.358553886413574,14.381884390684572,14.199458877924542,14.276151786292553,218033748
2011-04-15,13.171914100646973,13.54545279475163,13.156029382364599,13.53403630376269,561186252
2011-04-18,13.07611083984375,13.096463787946822,12.881523489650757,13.065686551292584,201390408
2011-04-19,12.944315910339355,13.176381872930971,12.928679951800117,13.153299183910855,107256636
2011-04-20,13.04856014251709,13.075614485033936,12.940842184848714,13.052779609774637,122277600
2011-04-21,13.032922744750977,13.11184881221811,12.965660036398187,13.092241202580585,98705196
2011-04-25,13.031682014465332,13.080080560936992,12.956229126014566,13.036645870938651,65166768
2011-04-26,13.22453498840332,13.33920217317077,13.035654920924031,13.068169699681658,139860000
2011-04-27,13.347142219543457,13.355829914188003,13.262506953697619,13.353099225626348,91844064
2011-04-28,13.35235595703125,13.384125395413621,13.255805731898548,13.354589124948982,79920000
2011-04-29,13.504500389099121,13.504500389099121,13.365757387887497,13.402739441978735,168970860
2011-05-02,13.366999626159668,13.544958812131425,13.33125853275181,13.54421347692076,85262652
2011-05-03,13.251091003417969,13.452628501980547,13.145357451626964,13.33150775125107,83176740
2011-05-04,13.298249244689941,13.377920661277086,13.229497745764712,13.28286109913414,84595320
2011-05-05,13.26052188873291,13.388344032674915,13.191771340374785,13.250346361131491,79832088
2011-05-06,13.286086082458496,13.438976264651199,13.283107579447368,13.356822927866641,82161756
2011-05-09,13.345157623291016,13.365262756425663,13.181843142559561,13.27864024054289,77870052
2011-05-10,13.468762397766113,13.512693668613688,13.341684627863149,13.402741584237273,81634284
2011-05-11,13.289809226989746,13.490850144273875,13.24612672232996,13.406214877683189,93458448
2011-05-12,13.27988338470459,13.326793159378864,13.177128324894342,13.284598481523851,57874068
2011-05-13,13.143372535705566,13.301475347962135,13.130961947803353,13.268961518289204,84263652
2011-05-16,12.867125511169434,13.086782779044196,12.816990372089373,13.062955700682421,118209672
2011-05-17,13.165959358215332,13.184822582650565,12.782989460605664,12.792917174774654,132011856
2011-05-18,13.149825096130371,13.162731312026867,13.047815387209797,13.143123700774806,78049872
2011-05-19,13.185566902160645,13.316863181987854,13.147591695847195,13.222300198441726,98649252
2011-05-20,13.006365776062012,13.203931608850711,12.984027476730017,13.199215566996566,92607300
2011-05-23,12.866382598876953,12.906342212274783,12.742531160007323,12.821954757825292,91908000
2011-05-24,12.863154411315918,13.004628098578333,12.860424668707413,12.915524608387198,75924000
2011-05-25,12.898151397705078,12.975092117530917,12.838086654560446,12.84007200794313,52011936
2011-05-26,12.859928131103516,12.958959334130931,12.782242077634072,12.849255083396148,84655260
2011-05-27,12.928680419921875,12.950769960115883,12.814507934791344,12.868615674227769,69762168
2011-05-31,13.130217552185059,13.130960995625635,12.993212087197252,13.030441010633682,107384508
2011-06-01,13.045334815979004,13.233965163471964,13.038136845060068,13.105895194957542,118117764
2011-06-02,13.106389999389648,13.16198651390902,12.967894814962044,13.094227227307703,88091820
2011-06-03,12.9827880859375,13.094974279283106,12.943573805366919,12.95598250183344,69870060
2011-06-06,12.93265151977539,13.075613988706415,12.887726160276516,12.994204095616997,77606316
2011-06-07,12.882266998291016,13.021257818089857,12.881273848646662,12.978070942269355,76227696
2011-06-08,12.885741233825684,12.937118284125924,12.801601595280298,12.820217003192207,66069864
2011-06-09,12.825181007385254,12.906342143764798,12.798127610544347,12.906342143764798,67496436
2011-06-10,12.645980834960938,12.824186867583434,12.640520403945478,12.759407976373357,97498404
2011-06-13,12.52734375,12.66310826312887,12.463804868228564,12.658144406222585,96994908
2011-06-14,12.617688179016113,12.75940969836267,12.583435863920094,12.612226801406845,93566340
2011-06-15,12.483160972595215,12.617187917127023,12.425082535379097,12.534785829739908,82849068
2011-06-16,12.41912841796875,12.573010809817644,12.327294233490191,12.479688792561745,110169720
2011-06-17,12.038142204284668,12.575988517041909,12.03268082735353,12.563330116025384,209606184
2011-06-20,12.0272216796875,12.068174440966317,11.894434737164682,12.037645967329919,121022856
2011-06-21,12.236204147338867,12.259535596954814,12.030943763783638,12.092001657611759,110505384
2011-06-22,12.087532997131348,12.220071176088213,12.080583787491411,12.197733822766212,96187716
