Date,Close,High,Low,Open,Volume
2011-03-17,15.733282089233398,15.92093088408088,15.716601842865657,15.866720878743642,12396200
2011-03-18,15.723247528076172,15.907340316332558,15.702326550917048,15.898972244678202,35608200
2011-03-21,15.965921401977539,15.995208866081176,15.873874174196342,15.924082623557226,26727400
2011-03-22,15.840408325195312,15.97847761313338,15.832040247737313,15.957558217512167,13460600
2011-03-23,15.978474617004395,16.020314996448896,15.698151256938994,15.802749811479327,14919800
2011-03-24,16.212766647338867,16.258790240285826,16.045408417721983,16.053776488807465,10029200
2011-03-25,16.2420597076416,16.35084307327704,16.208589007786255,16.267163929568298,7081400
2011-03-28,16.074695587158203,16.288077405987433,16.070512349711862,16.288077405987433,19556000
2011-03-29,16.221134185791016,16.225317423173216,16.04122465347656,16.070512103290884,12230000
2011-03-30,16.39686393737793,16.421968157545933,16.275530863349594,16.325737707638794,14049400
2011-03-31,16.338289260864258,16.37176155491567,16.24624364431653,16.342474095644096,11099600
2011-04-01,16.442882537841797,16.56003393358521,16.375939567151125,16.438699300443893,12049200
2011-04-04,16.480531692504883,16.53073850211741,16.426140051064653,16.484716524332583,5774400
2011-04-05,16.534929275512695,16.618608385632818,16.421962716257475,16.421962716257475,8023200
2011-04-06,16.505640029907227,16.652077259644535,16.4261441657246,16.601870437455474,14635000
2011-04-07,16.438701629638672,16.547483373906896,16.329918289323903,16.455437773694257,19789400
2011-04-08,16.34246826171875,16.518192954618076,16.262972389748455,16.509824884092453,17011600
2011-04-11,16.34665298461914,16.4428834103403,16.283893247996193,16.355021055905294,9573400
2011-04-12,16.32573699951172,16.3759438416232,16.229506553778567,16.258794011347494,17972600
2011-04-13,16.380125045776367,16.421963805588614,16.254605574246867,16.401044425682493,16133200
2011-04-14,16.34246826171875,16.367570877249364,16.19184618435004,16.27552529356002,8229400
2011-04-15,16.421964645385742,16.472171478937224,16.321549382236316,16.3675729780112,12910200
2011-04-18,16.27553939819336,16.300642035478305,16.091444879183005,16.24625192399583,17991600
2011-04-19,16.313182830810547,16.329917377885568,16.20858433037101,16.271342473006857,8930200
2011-04-20,16.606060028076172,16.668819776860136,16.526565729523636,16.54330187533892,17215000
2011-04-21,16.69810676574707,16.714842911093022,16.589325013091717,16.673002547728142,8625200
2011-04-25,16.68137550354004,16.71484780403029,16.626985409314084,16.706479728907727,8422400
2011-04-26,16.710651397705078,16.781779188973196,16.668812647109263,16.714836230392276,14000000
2011-04-27,16.911483764648438,16.936587977816046,16.752495202725978,16.76086327378185,12916000
2011-04-28,16.97842788696289,17.007715336865687,16.878012632977363,16.878012632977363,12118200
2011-04-29,16.965885162353516,17.03701300911353,16.944965770734903,16.990989389924216,20800000
2011-05-02,17.024452209472656,17.162523003069126,16.999349589579868,17.03282028145243,18676800
2011-05-03,16.928224563598633,17.04537599456201,16.852913499424602,17.01190370113053,13279600
2011-05-04,16.890562057495117,17.01189667701566,16.75667613114353,16.949136950768168,21531400
2011-05-05,16.844552993774414,17.00354326690948,16.74413926046096,16.765058655230636,16200000
2011-05-06,16.85709571838379,17.074660803788078,16.81107212008046,17.074660803788078,11709800
2011-05-09,16.878013610839844,16.944956585359904,16.811070636319783,16.861277468198224,8551200
2011-05-10,17.095577239990234,17.12486468912796,16.91566771183204,16.92403578244943,10063200
2011-05-11,16.932405471801758,17.08302756522167,16.844541519942524,17.08302756522167,9847400
2011-05-12,17.099769592285156,17.103954427847707,16.848733724134224,16.894757339039558,15400000
2011-05-13,16.970067977905273,17.133241447569745,16.92822760360215,17.112322058441723,10376800
2011-05-16,16.7441349029541,16.928227763485303,16.706479363749185,16.898940299220047,17553600
2011-05-17,16.760868072509766,16.802706843721424,16.639533401530407,16.693925080943018,32679000
2011-05-18,16.957508087158203,16.965876158574172,16.71484040028078,16.773415304146145,12817400
2011-05-19,17.011898040771484,17.0244493486087,16.907299552671304,17.007714803507834,8554200
2011-05-20,16.84872055053711,16.99515775978834,16.773409529766226,16.940767708378385,12816400
2011-05-23,16.689743041992188,16.765054119626438,16.614431964357937,16.64371942832158,10800000
2011-05-24,16.606060028076172,16.75249890988985,16.58514064383042,16.75249890988985,9649200
2011-05-25,16.610252380371094,16.68137863820781,16.497285739059166,16.551677439553227,11294800
2011-05-26,16.760868072509766,16.79433877026973,16.58095848341536,16.601877869021187,13351200
2011-05-27,16.802701950073242,16.861276851128835,16.75249512003221,16.781782570560008,8530400
2011-05-31,16.91985321044922,16.961693569128116,16.8361756851844,16.961693569128116,11977400
2011-06-01,16.534929275512695,16.886380261180186,16.522377967610872,16.85709281204508,25268600
2011-06-02,16.497282028198242,16.60606380866981,16.405234801305095,16.543305641644814,15816400
2011-06-03,16.283893585205078,16.41778113250969,16.250422895413752,16.283893585205078,14524400
2011-06-06,16.11236000061035,16.313190621890616,16.10817676085532,16.250430853234633,10386200
2011-06-07,16.129087448120117,16.30481374790283,16.129087448120117,16.221134633532316,10020200
2011-06-08,16.00357437133789,16.137460356041807,15.978470150688343,16.12490904374045,20040200
2011-06-09,16.137460708618164,16.196035628700038,15.991023408413483,16.045413493605583,11329800
2011-06-10,15.840408325195312,16.078892946581814,15.819488929574101,16.05378871420781,19248600
2011-06-13,15.81948184967041,15.953367836983487,15.731617873708128,15.861320622188172,19118400
2011-06-14,16.09979820251465,16.133270482949538,15.965912272867447,15.965912272867447,18593800
2011-06-15,15.852948188781738,16.03704256774487,15.823660736864225,15.924075997757427,39760200
2011-06-16,15.815295219421387,15.932446642056323,15.698145392833135,15.857135583236252,17067800
2011-06-17,15.934123039245605,16.047488531423944,15.88373890994943,15.950918282905194,20661800
2011-06-20,16.064268112182617,16.123051413537553,15.850134548845226,15.871127784202823,10205000
2011-06-21,16.391782760620117,16.412776014023635,16.09787240792317,16.144058526420448,25307200
2011-06-22,16.26581382751465,16.42536375811001,16.257416209849346,16.366582036134687,15139200
2011-06-23,16.324596405029297,16.341390039558227,16.018090551750475,16.055879032383856,25104600
2011-06-24,16.16504669189453,16.370784354531477,16.131456215675414,16.32459825057122,19934200
2011-06-27,16.362384796142578,16.433762147125186,16.102063441344903,16.20703126456536,10825600
2011-06-28,16.67308807373047,16.67308807373047,16.429563565237153,16.47155005238647,29755200
2011-06-29,16.748674392700195,16.815853770694435,16.647906126550193,16.769667648007886,25746600
2011-06-30,16.88302230834961,16.920810784313115,16.769656880459088,16.790651723969013,18451400
2011-07-01,17.223125457763672,17.24831831900933,16.874631418102517,16.916619520178614,19309400
2011-07-05,17.2987003326416,17.36587968609783,17.168539634584224,17.19373249276111,23675600
2011-07-06,17.2357177734375,17.269308248639554,17.18113405207517,17.260910629839042,11121000
2011-07-07,17.475051879882812,17.54223125773133,17.399474879592894,17.424667746917102,15744000
2011-07-08,17.370075225830078,17.370075225830078,17.20212766690399,17.235716538016447,12362600
2011-07-11,17.034177780151367,17.244113421121124,16.96699843910832,17.109754739035026,19935600
2011-07-12,16.95020294189453,17.13494732817378,16.94180532418349,17.004786656175384,18989800
2011-07-13,17.038381576538086,17.223124409380524,17.008989106032796,17.059374825457102,12232000
2011-07-14,16.908218383789062,17.164340147305964,16.845237044612713,17.084563570791655,12107800
2011-07-15,16.916616439819336,16.992193408112122,16.794853368494067,16.992193408112122,31336000
2011-07-18,16.75287628173828,16.874637819745193,16.639510765649423,16.841048927024193,12047800
2011-07-19,17.076168060302734,17.113956548137416,16.878829603105785,16.878829603105785,16963000
2011-07-20,16.98799705505371,17.1139581591324,16.925017303855537,17.109760149725457,9973800
2011-07-21,17.18533706665039,17.28190729946338,17.059375963054418,17.06777358351846,13880200
2011-07-22,17.25251579284668,17.277708653310334,17.126554693892945,17.193734053447088,8209200
2011-07-25,17.139144897460938,17.21052384533671,17.06356794167801,17.06356794167801,7947800
2011-07-26,17.109758377075195,17.16434210380436,17.03838101277582,17.143348855579962,9939600
2011-07-27,16.811649322509766,17.097161970072708,16.782258455997294,17.09296235960973,19216800
2011-07-28,16.727678298950195,16.95440926183884,16.69408781481153,16.83264615935985,13346200
